pmcid,pmid,source_category,eligibility_status,fulltext_eligible,retracted,is_manuscript,license_code,license_band,flags,eligibility_reason
PMC12398427,40896041,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12399254,40601428,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12399531,40901300,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12399568,40900992,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12399695,40886239,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12400145,40091590,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12400199,40561701,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12400324,40900876,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12400355,40888533,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12400382,40900875,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12400521,40900994,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12400924,40795333,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12401070,40762973,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12401560,40901302,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12401850,40685475,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12401901,40904369,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12402403,40891041,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12402404,40904906,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12402658,40904746,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12402701,40891267,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12402704,40891260,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12402807,40904401,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12402809,40904419,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12402937,40904821,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12403198,40776848,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12403290,40898103,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12403324,40574246,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12404137,40904970,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12404309,40862442,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12404332,40831310,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12404609,40904621,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12404658,40904616,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12404670,40888072,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12404716,40238956,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12404719,40320887,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12404781,40376847,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12404970,40910064,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12404994,40665052,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12405024,40892267,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12405053,40898417,pmc-fulltext,eligible,yes,no,no,CC BY,open,opinion,admissible; retrieval-time gates (currency/authority) apply
PMC12405159,40910023,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12405256,40908958,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12405543,40897759,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12405560,40897785,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12405800,40899305,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12405817,40898881,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12406159,38960679,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12406203,40779804,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12406412,40898223,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12406739,40091774,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12406814,40887126,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12407020,40909110,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12407021,40320852,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12407072,40901947,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12407175,40207637,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12407450,40901869,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12407514,40537002,pmc-fulltext,eligible,yes,no,no,CC BY-NC-SA,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12407616,40909834,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,preprint,admissible; retrieval-time gates (currency/authority) apply
PMC12407677,40909593,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,preprint,admissible; retrieval-time gates (currency/authority) apply
PMC12407814,40909652,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,preprint,admissible; retrieval-time gates (currency/authority) apply
PMC12408009,40909802,pmc-fulltext,eligible,yes,no,no,CC BY,open,preprint,admissible; retrieval-time gates (currency/authority) apply
PMC12408501,40918980,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12408825,40903471,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12408922,40904020,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12408941,40570364,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12409089,40903988,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12409230,40667707,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12409304,40905109,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12409756,40918855,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12409790,40759489,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12410542,40917264,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12410662,40876887,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12411439,40918735,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12411492,40919531,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12411596,40906310,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12411668,40908671,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12411734,40918977,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12411756,40917547,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12411798,40839866,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12412100,40815164,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12412111,40815021,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12412272,40918839,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12412562,40372199,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12412747,40917272,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12412749,40911712,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12412751,40911708,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12412752,40911721,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12412914,40906034,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12413461,40913038,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12413563,40919134,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12413646,40911305,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12413699,40619285,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12413701,40484799,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12413704,40640060,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12413706,40675919,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12413707,40517084,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12413710,40695678,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12413713,40506322,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12413718,40610281,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12413719,40603145,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12413720,40494735,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12413721,40581531,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12413723,40447488,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12413725,40316479,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12413727,40683837,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12413733,40675920,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12413736,40675918,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12413861,40917568,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12413895,39900220,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12414173,40903180,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12414229,40912705,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12414496,40922990,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12414629,40397601,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12414726,40916002,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12415342,40927412,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12415539,40916611,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12415775,40927460,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12415974,40927314,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12415986,40919900,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12416070,40916053,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12416211,40774904,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12416332,36404550,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12416753,40914562,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12416871,40921103,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12417016,40377976,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12417195,40933048,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12417303,40921720,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12417317,40922106,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12417335,40933757,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12417337,40922129,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12417339,40922096,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12417436,40933191,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12417529,40933190,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12417601,40726333,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12417927,40933160,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,opinion,admissible; retrieval-time gates (currency/authority) apply
PMC12418077,40923312,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12418206,40923508,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12418208,40923507,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12418381,40933284,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12418533,39875186,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12418808,40842062,pmc-fulltext,eligible,yes,no,yes,CC BY,open,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12419030,40932994,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12419181,40886412,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12419336,40922318,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12419495,40933079,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12419593,40924660,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12419654,40924766,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12419993,40926187,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12420670,40936998,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12420804,40925887,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12420933,39773214,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12421064,40926627,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12421242,40927871,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12421246,40927874,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12421349,40924419,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12421368,40926721,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12421452,40808576,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12421924,40937265,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12422142,40937123,pmc-fulltext,eligible,yes,no,yes,CC BY-NC-ND,cc-restrictive,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12423031,40948808,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12423050,40948812,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12423206,40681915,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12423528,40950807,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12424105,40365933,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12424109,39696757,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12424191,40916502,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12424728,40949966,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,preprint,admissible; retrieval-time gates (currency/authority) apply
PMC12424750,40950010,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,preprint,admissible; retrieval-time gates (currency/authority) apply
PMC12424772,40950115,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,preprint,admissible; retrieval-time gates (currency/authority) apply
PMC12424864,40950465,pmc-fulltext,eligible,yes,no,no,CC BY,open,preprint,admissible; retrieval-time gates (currency/authority) apply
PMC12425035,40950503,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,preprint,admissible; retrieval-time gates (currency/authority) apply
PMC12425104,40951286,pmc-fulltext,eligible,yes,no,no,CC BY,open,preprint,admissible; retrieval-time gates (currency/authority) apply
PMC12425132,38607759,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12425456,40929630,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12425541,40951465,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12425717,40951383,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12425739,40948656,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12425762,40951388,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12425764,40951375,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12425775,40948659,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12425780,40948660,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12426004,40949164,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12426029,40949843,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12426202,40951922,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12426228,40935836,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12426311,40951595,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12426725,40262553,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12426909,40937962,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12426994,40844208,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12427131,40720566,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12427688,40941613,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12427693,40941620,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12427777,40941652,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12427810,40943171,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12427962,40941645,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12428013,40943177,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12428020,40941677,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12428065,40943199,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12428071,40943059,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12428116,40943193,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12428279,40943145,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12428803,40943483,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12429205,41058862,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12429239,41058864,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12429267,41059393,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12429298,40943686,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12429426,40943487,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12429452,40943910,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12429504,40943807,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12430258,40944157,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
