pmcid,pmid,in_pmc_oa_dataset,is_pmc_openaccess,license_code,is_manuscript,is_historical_ocr,is_retracted,version,pmid_from_pmc,doi_from_pmc,title_from_pmc,has_xml,has_pdf,has_text,media_count,xml_url,pdf_url,text_url,checked_at_utc
PMC11697149,39759397,yes,yes,CC BY,no,no,no,1,39759397,10.3389/fnagi.2024.1485750,Mapping the current trends and hotspots of extracellular vesicles in Alzheimer's disease: a bibliometric analysis,yes,yes,yes,7,s3://pmc-oa-opendata/PMC11697149.1/PMC11697149.1.xml?md5=44019663a4088b78e022c20f0983880c,s3://pmc-oa-opendata/PMC11697149.1/PMC11697149.1.pdf?md5=d96f85c74d2eac9f12e4f2af32295489,s3://pmc-oa-opendata/PMC11697149.1/PMC11697149.1.txt?md5=fa7b20acc7046fc60e5c9fc862e0b493,2026-08-31T17:20:42+00:00
PMC11696982,39759399,yes,yes,CC BY,no,no,no,1,39759399,10.3389/fnagi.2024.1480332,The study on cuproptosis in Alzheimer’s disease based on the cuproptosis key gene FDX1,yes,yes,yes,13,s3://pmc-oa-opendata/PMC11696982.1/PMC11696982.1.xml?md5=5ef09a9137e4b9d2cab413cded9e9d78,s3://pmc-oa-opendata/PMC11696982.1/PMC11696982.1.pdf?md5=9fb99fe5dffb6194dcb6fd537872a24d,s3://pmc-oa-opendata/PMC11696982.1/PMC11696982.1.txt?md5=2d20c8c269e9b92a01352b73548e9411,2026-08-31T17:20:43+00:00
PMC11697165,39759471,yes,yes,CC BY,no,no,no,1,39759471,10.1093/braincomms/fcae469,Predicting incident dementia in community-dwelling older adults using primary and secondary care data from electronic health records,yes,yes,yes,7,s3://pmc-oa-opendata/PMC11697165.1/PMC11697165.1.xml?md5=6f82301c17472576c2a14bfcffb24229,s3://pmc-oa-opendata/PMC11697165.1/PMC11697165.1.pdf?md5=a5aaed4baaa82fec9ef0019d41ebedfd,s3://pmc-oa-opendata/PMC11697165.1/PMC11697165.1.txt?md5=40bf95717cbed1fa4d1e312399bc3406,2026-08-31T17:20:45+00:00
PMC11781550,39760252,yes,yes,CC BY-NC-ND,no,no,no,1,39760252,10.1097/WNR.0000000000002128,"Expression and clinical significance of 25-hydroxyvitamin D, insulin-like growth factor 1, and beta-2 microglobulin in cognitive dysfunction after ischemic stroke in the elderly",yes,yes,yes,6,s3://pmc-oa-opendata/PMC11781550.1/PMC11781550.1.xml?md5=a643714f254db5d32263dc11eaffce0e,s3://pmc-oa-opendata/PMC11781550.1/PMC11781550.1.pdf?md5=ef23a568fda3d793e4a19d954e6d2f54,s3://pmc-oa-opendata/PMC11781550.1/PMC11781550.1.txt?md5=19458177d5b59477ca45cba7c98c54aa,2026-08-31T17:20:47+00:00
PMC11926498,39760532,yes,yes,CC BY-NC-ND,no,no,no,1,39760532,10.1002/mds.30111,Use of Robust Norming to Create a Sensitive Cognitive Summary Score in De Novo Parkinson's Disease: An Illustrative Example,yes,yes,yes,4,s3://pmc-oa-opendata/PMC11926498.1/PMC11926498.1.xml?md5=04febf3e5d32b1d304f7b7449fb8fc77,s3://pmc-oa-opendata/PMC11926498.1/PMC11926498.1.pdf?md5=2d4a24c31e64d79a38a3b941c00b428a,s3://pmc-oa-opendata/PMC11926498.1/PMC11926498.1.txt?md5=0e63055e28b2ddd861a5369baa9f584b,2026-08-31T17:20:49+00:00
PMC12335622,39760610,yes,yes,CC BY,no,no,no,1,39760610,10.1177/07334648241309734,Identifying Challenges Related to the Management of Comorbidities in People with Dementia in Residential Care: Expert Delphi Consensus Exercise,yes,yes,yes,5,s3://pmc-oa-opendata/PMC12335622.1/PMC12335622.1.xml?md5=058566ad57d8ff15d69ff91782b00893,s3://pmc-oa-opendata/PMC12335622.1/PMC12335622.1.pdf?md5=da65e4e9d180199865e00c835c7e520d,s3://pmc-oa-opendata/PMC12335622.1/PMC12335622.1.txt?md5=ed236fd34523cc66f1713aac9ca0d504,2026-08-31T17:20:50+00:00
PMC12129744,39761530,yes,yes,CC BY,no,no,no,1,39761530,10.1093/brain/awaf003,Plasma pTau181 and amyloid markers predict conversion to dementia in idiopathic REM sleep behaviour disorder,yes,yes,yes,4,s3://pmc-oa-opendata/PMC12129744.1/PMC12129744.1.xml?md5=ec1bc05123815feafe83cd705cbdea68,s3://pmc-oa-opendata/PMC12129744.1/PMC12129744.1.pdf?md5=d046819fb5d85c70a47e9d5d5a11cded,s3://pmc-oa-opendata/PMC12129744.1/PMC12129744.1.txt?md5=5160f854f7cbf52719e3194c26a08918,2026-08-31T17:20:52+00:00
PMC11758934,39761547,yes,yes,CC BY,no,no,no,1,39761547,10.2196/63715,The PDC30 Chatbot—Development of a Psychoeducational Resource on Dementia Caregiving Among Family Caregivers: Mixed Methods Acceptability Study,yes,yes,yes,2,s3://pmc-oa-opendata/PMC11758934.1/PMC11758934.1.xml?md5=0a9044510e6cbc1568e18df56374963f,s3://pmc-oa-opendata/PMC11758934.1/PMC11758934.1.pdf?md5=bd80cea1b1cf133daa7a0d0c650b9f9a,s3://pmc-oa-opendata/PMC11758934.1/PMC11758934.1.txt?md5=4319497bad03417e08c5324aa73e0398,2026-08-31T17:20:54+00:00
PMC12010060,39761671,yes,yes,CC BY-NC-ND,no,no,no,1,39761671,10.1002/ana.27175,Lecanemab‐Associated Amyloid‐β Protofibril in Cerebrospinal Fluid Correlates with Biomarkers of Neurodegeneration in Alzheimer's Disease,yes,yes,yes,11,s3://pmc-oa-opendata/PMC12010060.1/PMC12010060.1.xml?md5=ee1d0a5245c7e9b6036823575e78bb63,s3://pmc-oa-opendata/PMC12010060.1/PMC12010060.1.pdf?md5=688e06f41b704ae72e48469014433315,s3://pmc-oa-opendata/PMC12010060.1/PMC12010060.1.txt?md5=adc42f00b3f56f8faa59bc7d67df3fb4,2026-08-31T17:20:56+00:00
PMC11704010,39762217,yes,yes,CC BY-NC-ND,no,no,no,1,39762217,10.1038/s41398-024-03220-3,Associations of plasma biomarkers with cerebral perfusion and structure in Alzheimer’s disease,yes,yes,yes,3,s3://pmc-oa-opendata/PMC11704010.1/PMC11704010.1.xml?md5=cda0ea8e7604482b97dc8932063adb88,s3://pmc-oa-opendata/PMC11704010.1/PMC11704010.1.pdf?md5=fabcfbc94232f013740711682bfb6f62,s3://pmc-oa-opendata/PMC11704010.1/PMC11704010.1.txt?md5=782ec24c1f381a8ca55984f6137a997c,2026-08-31T17:20:57+00:00
PMC11704039,39762277,yes,yes,CC BY-NC-ND,no,no,no,1,39762277,10.1038/s41598-024-82597-z,Alzheimer’s disease recognition using graph neural network by leveraging image-text similarity from vision language model,yes,yes,yes,7,s3://pmc-oa-opendata/PMC11704039.1/PMC11704039.1.xml?md5=e4b563823a4aeeb647b8c730fc05921a,s3://pmc-oa-opendata/PMC11704039.1/PMC11704039.1.pdf?md5=18fa9a6b224601ea1e83643668c742e4,s3://pmc-oa-opendata/PMC11704039.1/PMC11704039.1.txt?md5=dae004dda1345a43f5377120283f8d45,2026-08-31T17:20:59+00:00
PMC11704352,39762366,yes,yes,CC BY,no,no,no,1,39762366,10.1038/s41598-024-84946-4,Patients with dementia with Lewy bodies display a signature alteration of their cognitive connectome,yes,yes,yes,4,s3://pmc-oa-opendata/PMC11704352.1/PMC11704352.1.xml?md5=e3d1c4557c2df97e67d42e6312fe251f,s3://pmc-oa-opendata/PMC11704352.1/PMC11704352.1.pdf?md5=8349c2381c77c4a8ed31a20d40fa0f13,s3://pmc-oa-opendata/PMC11704352.1/PMC11704352.1.txt?md5=ae5fa44e0e71a9c472735aaf9676de16,2026-08-31T17:21:01+00:00
PMC11702184,39762903,yes,yes,CC BY-NC-ND,no,no,no,1,39762903,10.1186/s13195-024-01654-x,Effects of Alzheimer’s disease plasma marker levels on multilayer centrality in healthy individuals,yes,yes,yes,2,s3://pmc-oa-opendata/PMC11702184.1/PMC11702184.1.xml?md5=fd61383b57f2641b710f150a0ad38e76,s3://pmc-oa-opendata/PMC11702184.1/PMC11702184.1.pdf?md5=8ceaa445b118ffd4e0da37f22e9d50cd,s3://pmc-oa-opendata/PMC11702184.1/PMC11702184.1.txt?md5=76cf8332a04c23f02cc9b33167dcaca0,2026-08-31T17:21:02+00:00
PMC11702152,39762947,yes,yes,CC BY-NC-ND,no,no,no,1,39762947,10.1186/s13195-024-01643-0,"Depressive symptoms in older adults are associated with changes in stress-related markers, functional connectivity and brain volume",yes,yes,yes,6,s3://pmc-oa-opendata/PMC11702152.1/PMC11702152.1.xml?md5=06e9bccc66b3335bb3974c7037ea46e9,s3://pmc-oa-opendata/PMC11702152.1/PMC11702152.1.pdf?md5=1183df64fbbefee0bbea756a042a6a3d,s3://pmc-oa-opendata/PMC11702152.1/PMC11702152.1.txt?md5=54312733f03d0eefa19281430e26fec4,2026-08-31T17:21:04+00:00
PMC11702271,39762974,yes,yes,CC BY,no,no,no,1,39762974,10.1186/s13195-024-01664-9,Benchmarking Alzheimer’s disease prediction: personalised risk assessment using polygenic risk scores across various methodologies and genome-wide studies,yes,yes,yes,3,s3://pmc-oa-opendata/PMC11702271.1/PMC11702271.1.xml?md5=3694c01a42fb233325cb8ee2ec817784,s3://pmc-oa-opendata/PMC11702271.1/PMC11702271.1.pdf?md5=9a2220d21d03fb92d8ff5ce4de7b2121,s3://pmc-oa-opendata/PMC11702271.1/PMC11702271.1.txt?md5=11c6a6468a642fa62a6e78a6780b6e96,2026-08-31T17:21:06+00:00
PMC11705314,39763384,yes,yes,CC BY-NC,no,no,no,2,39763384,10.1177/0271678X241310731,Cerebral perfusion alterations in healthy young adults due to two genetic risk factors of Alzheimer’s disease: APOE and MAPT,yes,yes,yes,6,s3://pmc-oa-opendata/PMC11705314.2/PMC11705314.2.xml?md5=1e0d3b7b50638c21abc7ba0df1e83374,s3://pmc-oa-opendata/PMC11705314.2/PMC11705314.2.pdf?md5=960e851123b1803646de08a27411a65f,s3://pmc-oa-opendata/PMC11705314.2/PMC11705314.2.txt?md5=04a4f2821ee6a5e7d63d72d091d68b91,2026-08-31T17:21:08+00:00
PMC11702728,39763526,no,,,,,,,,,,,,,,,,,2026-08-31T17:21:08+00:00
PMC11702741,39763528,no,,,,,,,,,,,,,,,,,2026-08-31T17:21:09+00:00
PMC11703320,39763537,yes,yes,CC BY-ND,no,no,no,2,39763537,10.1101/2024.12.26.24319657,Equivalence of plasma and serum for clinical measurement of p-tau217: comparative analyses of four blood-based assays,yes,yes,yes,6,s3://pmc-oa-opendata/PMC11703320.2/PMC11703320.2.xml?md5=6efb9fa0c73f98ca0db643ab45d53411,s3://pmc-oa-opendata/PMC11703320.2/PMC11703320.2.pdf?md5=d4a928fbc22f663f574847a210d7986a,s3://pmc-oa-opendata/PMC11703320.2/PMC11703320.2.txt?md5=46c74768e86814983430e80f29b52b36,2026-08-31T17:21:11+00:00
PMC11703308,39763548,no,,,,,,,,,,,,,,,,,2026-08-31T17:21:12+00:00
PMC11701029,39763578,yes,yes,CC BY,no,no,no,1,39763578,10.3389/fnagi.2024.1517613,Dynamic changes and prognostic value of glutathione S-transferase alpha in mild cognitive impairment and Alzheimer’s disease,yes,yes,yes,4,s3://pmc-oa-opendata/PMC11701029.1/PMC11701029.1.xml?md5=4f552952a06b6e13a0bb6caf1d5a8fad,s3://pmc-oa-opendata/PMC11701029.1/PMC11701029.1.pdf?md5=670d83f6b198d68c84817c50dae957b5,s3://pmc-oa-opendata/PMC11701029.1/PMC11701029.1.txt?md5=9d9f76b35cc2a473306038d344146b0e,2026-08-31T17:21:14+00:00
PMC11702304,39763634,yes,yes,CC BY,no,no,no,1,39763634,10.1093/braincomms/fcae459,Contributions of connectional pathways to shaping Alzheimer’s disease pathologies,yes,yes,yes,5,s3://pmc-oa-opendata/PMC11702304.1/PMC11702304.1.xml?md5=74073b34f7295a604a8d9e90dad96828,s3://pmc-oa-opendata/PMC11702304.1/PMC11702304.1.pdf?md5=d64a71ba9ef250c5a607ad7d50c14916,s3://pmc-oa-opendata/PMC11702304.1/PMC11702304.1.txt?md5=c4d5eb1f9cd2d30a7ea081afdae23931,2026-08-31T17:21:15+00:00
PMC11702608,39763821,no,,,,,,,,,,,,,,,,,2026-08-31T17:21:16+00:00
PMC11703168,39763904,yes,yes,CC BY-NC-ND,no,no,no,1,39763904,10.1101/2024.12.23.630203,"APOE4 Increases Susceptibility to Amyloid, Accelerating Episodic Memory Decline",yes,yes,yes,7,s3://pmc-oa-opendata/PMC11703168.1/PMC11703168.1.xml?md5=4c2c0618c4ab03ec9183c2a19245cacd,s3://pmc-oa-opendata/PMC11703168.1/PMC11703168.1.pdf?md5=da9fa44a8a373a01f378ee9166ed84f7,s3://pmc-oa-opendata/PMC11703168.1/PMC11703168.1.txt?md5=e545cfb063b4e6b1546b52eb318456d9,2026-08-31T17:21:18+00:00
PMC11702616,39763949,no,,,,,,,,,,,,,,,,,2026-08-31T17:21:19+00:00
PMC11702568,39764045,yes,yes,CC BY-NC-ND,no,no,no,1,39764045,10.1101/2024.12.13.628436,Comparative mapping of single-cell transcriptomic landscapes in neurodegenerative diseases,yes,yes,yes,10,s3://pmc-oa-opendata/PMC11702568.1/PMC11702568.1.xml?md5=6a611690ee9fa503ed10206de9298c8a,s3://pmc-oa-opendata/PMC11702568.1/PMC11702568.1.pdf?md5=4af3c495dd77d8819df1517d031ef0b9,s3://pmc-oa-opendata/PMC11702568.1/PMC11702568.1.txt?md5=2242b5b750dba746621779cb11af835d,2026-08-31T17:21:20+00:00
PMC11703345,39764106,yes,yes,CC BY,no,no,no,1,39764106,10.21203/rs.3.rs-5619229/v1,Shared Genetic Architecture Between COVID-19 Severity and Alzheimer’s Disease Across European and African Ancestries,yes,yes,yes,5,s3://pmc-oa-opendata/PMC11703345.1/PMC11703345.1.xml?md5=82b7f588cf8e7946d29be981b6258336,s3://pmc-oa-opendata/PMC11703345.1/PMC11703345.1.pdf?md5=7c21236096245227a36a3429d48832ba,s3://pmc-oa-opendata/PMC11703345.1/PMC11703345.1.txt?md5=26f5c4b4879f9f780d4dd61eaedeeb08,2026-08-31T17:21:22+00:00
PMC11703347,39764113,yes,yes,CC BY,no,no,no,1,39764113,10.21203/rs.3.rs-5644910/v1,Comparison of Ensemble Techniques for Early Prediction of Alzhiemer Disease,yes,yes,yes,5,s3://pmc-oa-opendata/PMC11703347.1/PMC11703347.1.xml?md5=47ff274882e4b9269566a341ce2c44d3,s3://pmc-oa-opendata/PMC11703347.1/PMC11703347.1.pdf?md5=4c80ed6b3d8ba693dca668f0cfb2e2fb,s3://pmc-oa-opendata/PMC11703347.1/PMC11703347.1.txt?md5=0466846f9528d673301f7e8f640c39ab,2026-08-31T17:21:24+00:00
PMC11701481,39764178,yes,yes,CC BY,no,no,no,1,39764178,10.1016/j.eclinm.2024.102725,Robust and interpretable AI-guided marker for early dementia prediction in real-world clinical settings,yes,yes,yes,6,s3://pmc-oa-opendata/PMC11701481.1/PMC11701481.1.xml?md5=d97cfbe1f0b144a755f039510f468905,s3://pmc-oa-opendata/PMC11701481.1/PMC11701481.1.pdf?md5=c4d78c9abae2a3bcd46cad733a44446d,s3://pmc-oa-opendata/PMC11701481.1/PMC11701481.1.txt?md5=297196c953c63097dccdd81d2c8445dd,2026-08-31T17:21:26+00:00
PMC12044550,39765443,yes,no,TDM,yes,no,no,1,39765443,10.1016/j.jagp.2024.12.003,Ethnic differences in the association between cognitive performance and informant-rated cognitive decline,yes,no,yes,0,s3://pmc-oa-opendata/PMC12044550.1/PMC12044550.1.xml?md5=e0dc8bc7dee315c4fffa9c334c5ef6ae,,s3://pmc-oa-opendata/PMC12044550.1/PMC12044550.1.txt?md5=973efbbf60ef055c4c9a1f41b1326381,2026-08-31T17:21:27+00:00
PMC11672456,39765524,yes,yes,CC BY,no,no,no,1,39765524,10.3390/ani14243620,Witnessing Self-Affirming Moments in Persons with Dementia While Interacting with Therapy Dogs: A Case Report,yes,yes,yes,0,s3://pmc-oa-opendata/PMC11672456.1/PMC11672456.1.xml?md5=56972c55779d182e0dae767a52ebfd69,s3://pmc-oa-opendata/PMC11672456.1/PMC11672456.1.pdf?md5=977db7be9c4a4676085dd65995885a3c,s3://pmc-oa-opendata/PMC11672456.1/PMC11672456.1.txt?md5=33679d058380e0f9aef22f7c8bb7e28d,2026-08-31T17:21:29+00:00
PMC11672823,39765770,yes,yes,CC BY,no,no,no,1,39765770,10.3390/antiox13121441,"The Neural Palette of Heme: Altered Heme Homeostasis Underlies Defective Neurotransmission, Increased Oxidative Stress, and Disease Pathogenesis",yes,yes,yes,6,s3://pmc-oa-opendata/PMC11672823.1/PMC11672823.1.xml?md5=5bc73f9d8ca3aad27c8374446722a464,s3://pmc-oa-opendata/PMC11672823.1/PMC11672823.1.pdf?md5=f34cc29dbe3e6ad4709d601deb64874b,s3://pmc-oa-opendata/PMC11672823.1/PMC11672823.1.txt?md5=45b6594da2c460e0894ad74abe449bfc,2026-08-31T17:21:31+00:00
PMC11674534,39766385,yes,yes,CC BY,no,no,no,1,39766385,10.3390/brainsci14121186,rTMS Modulation of Behavioral and Biological Measures in 3xTg-AD Mice,yes,yes,yes,5,s3://pmc-oa-opendata/PMC11674534.1/PMC11674534.1.xml?md5=bb337122d15295d9812e230cc02c3d1f,s3://pmc-oa-opendata/PMC11674534.1/PMC11674534.1.pdf?md5=4f7e46fcdcad374c997105702c1efbd6,s3://pmc-oa-opendata/PMC11674534.1/PMC11674534.1.txt?md5=92349a21fabb36ea695beeda6e2081b5,2026-08-31T17:21:33+00:00
PMC11726922,39766416,yes,yes,CC BY,no,no,no,1,39766416,10.3390/brainsci14121217,Effects of Route Complexity and Lighting on Route Following in Alzheimer’s Disease and Posterior Cortical Atrophy,yes,yes,yes,4,s3://pmc-oa-opendata/PMC11726922.1/PMC11726922.1.xml?md5=88085d11e059864bc1f20343540cc1e9,s3://pmc-oa-opendata/PMC11726922.1/PMC11726922.1.pdf?md5=d1f2a330b78cb2978b387afc1b37d8e9,s3://pmc-oa-opendata/PMC11726922.1/PMC11726922.1.txt?md5=8ad7bc2c4a239cac4c6284c4b46c821e,2026-08-31T17:21:34+00:00
PMC11674981,39766459,yes,yes,CC BY,no,no,no,1,39766459,10.3390/brainsci14121260,"Effects of Mental Imagery on Quality of Life, Cognitive, and Emotional Status in Older Adults with Early-Stage Alzheimer’s Disease Dementia: A Randomized Controlled Trial",yes,yes,yes,0,s3://pmc-oa-opendata/PMC11674981.1/PMC11674981.1.xml?md5=1782f467a30476f9f761c8114140b008,s3://pmc-oa-opendata/PMC11674981.1/PMC11674981.1.pdf?md5=5ddd9a2b7cadcae65436a591b62ebe17,s3://pmc-oa-opendata/PMC11674981.1/PMC11674981.1.txt?md5=064f09777d1314bb6335dcffede77d51,2026-08-31T17:21:36+00:00
PMC11674895,39766465,yes,yes,CC BY,no,no,no,1,39766465,10.3390/brainsci14121266,Artificial Intelligence-Based Methodologies for Early Diagnostic Precision and Personalized Therapeutic Strategies in Neuro-Ophthalmic and Neurodegenerative Pathologies,yes,yes,yes,0,s3://pmc-oa-opendata/PMC11674895.1/PMC11674895.1.xml?md5=d5403a6d8cbe9ade023d1c6480278f03,s3://pmc-oa-opendata/PMC11674895.1/PMC11674895.1.pdf?md5=3e6841d68777f466a2c367b387b21bd8,s3://pmc-oa-opendata/PMC11674895.1/PMC11674895.1.txt?md5=1d8a9fcf122f8bad2624d828ee0afa7a,2026-08-31T17:21:38+00:00
PMC11674350,39766491,yes,yes,CC BY,no,no,no,1,39766491,10.3390/brainsci14121292,Multilingual Prediction of Cognitive Impairment with Large Language Models and Speech Analysis,yes,yes,yes,3,s3://pmc-oa-opendata/PMC11674350.1/PMC11674350.1.xml?md5=551a0fb2df62a04bd81716e8c8a2cc2a,s3://pmc-oa-opendata/PMC11674350.1/PMC11674350.1.pdf?md5=a1c3d01d88fb2ff357c847758f49b327,s3://pmc-oa-opendata/PMC11674350.1/PMC11674350.1.txt?md5=d798385f02687dd2e2d8057b1f7d005d,2026-08-31T17:21:40+00:00
PMC11675426,39766777,yes,yes,CC BY,no,no,no,1,39766777,10.3390/genes15121509,Is the Relationship Between Cardiovascular Disease and Alzheimer’s Disease Genetic? A Scoping Review,yes,yes,yes,4,s3://pmc-oa-opendata/PMC11675426.1/PMC11675426.1.xml?md5=c67a1e5e1f7aaca91b8d8db89d6071f9,s3://pmc-oa-opendata/PMC11675426.1/PMC11675426.1.pdf?md5=4cb42d43ebd5f1e43b9fd2af9662af04,s3://pmc-oa-opendata/PMC11675426.1/PMC11675426.1.txt?md5=4c40f1d52303b5e1c6121725c4c9ad98,2026-08-31T17:21:41+00:00
PMC11674285,39767131,yes,yes,CC BY,no,no,no,1,39767131,10.3390/diagnostics14242770,Efficient Explainable Models for Alzheimer’s Disease Classification with Feature Selection and Data Balancing Approach Using Ensemble Learning,yes,yes,yes,21,s3://pmc-oa-opendata/PMC11674285.1/PMC11674285.1.xml?md5=8bafea4311a5b9600da4834d771c5648,s3://pmc-oa-opendata/PMC11674285.1/PMC11674285.1.pdf?md5=7c2fca1f897f9c647f0379aa8a2931f4,s3://pmc-oa-opendata/PMC11674285.1/PMC11674285.1.txt?md5=febc941a7736a2047c014ea2bc1225e6,2026-08-31T17:21:43+00:00
PMC11674777,39767140,yes,yes,CC BY,no,no,no,1,39767140,10.3390/diagnostics14242779,Optimized Hybrid Deep Learning Framework for Early Detection of Alzheimer’s Disease Using Adaptive Weight Selection,yes,yes,yes,15,s3://pmc-oa-opendata/PMC11674777.1/PMC11674777.1.xml?md5=550aa0af5e9ae4301905a091d8d37408,s3://pmc-oa-opendata/PMC11674777.1/PMC11674777.1.pdf?md5=44f77d1d72b1bff52564dd6632de91c8,s3://pmc-oa-opendata/PMC11674777.1/PMC11674777.1.txt?md5=f0377aed7df82b89c332575bdb795dd6,2026-08-31T17:21:45+00:00
PMC11675071,39767175,yes,yes,CC BY,no,no,no,1,39767175,10.3390/diagnostics14242814,Role and Diagnostic Significance of Apolipoprotein D in Selected Neurodegenerative Disorders,yes,yes,yes,5,s3://pmc-oa-opendata/PMC11675071.1/PMC11675071.1.xml?md5=0f28f0c668d26a2c0aaca23c68358b50,s3://pmc-oa-opendata/PMC11675071.1/PMC11675071.1.pdf?md5=4bf31835c5ae87f463c49e692686c635,s3://pmc-oa-opendata/PMC11675071.1/PMC11675071.1.txt?md5=c77712caef9a88181d7c759a37ca85ab,2026-08-31T17:21:47+00:00
PMC11675567,39767198,yes,yes,CC BY,no,no,no,1,39767198,10.3390/diagnostics14242837,Exploring Voice Acoustic Features Associated with Cognitive Status in Korean Speakers: A Preliminary Machine Learning Study,yes,yes,yes,6,s3://pmc-oa-opendata/PMC11675567.1/PMC11675567.1.xml?md5=dda541b124147c7549ae25824facc080,s3://pmc-oa-opendata/PMC11675567.1/PMC11675567.1.pdf?md5=e416191eb33fc323993128a891b28d72,s3://pmc-oa-opendata/PMC11675567.1/PMC11675567.1.txt?md5=8a6774daa40fb99c123840ec0ca799dd,2026-08-31T17:21:49+00:00
PMC11675928,39767521,yes,yes,CC BY,no,no,no,1,39767521,10.3390/ijerph21121683,"Stumbles, Gait, and Cognition: Risk Factors Associated with Falls in Older Adults with Subjective Memory Complaints",yes,yes,yes,1,s3://pmc-oa-opendata/PMC11675928.1/PMC11675928.1.xml?md5=81a76f093225e258a695c08311b9baa1,s3://pmc-oa-opendata/PMC11675928.1/PMC11675928.1.pdf?md5=45755c12af93d668b0d10354b3e38a08,s3://pmc-oa-opendata/PMC11675928.1/PMC11675928.1.txt?md5=69cf786f1a1d014e597d714481e6cc25,2026-08-31T17:21:51+00:00
PMC11674004,39767666,yes,yes,CC BY,no,no,no,1,39767666,10.3390/biomedicines12122758,Machine Learning for Early Detection of Cognitive Decline in Parkinson’s Disease Using Multimodal Biomarker and Clinical Data,yes,yes,yes,2,s3://pmc-oa-opendata/PMC11674004.1/PMC11674004.1.xml?md5=dcf4ec011e0e82ee67299306ce78d9d3,s3://pmc-oa-opendata/PMC11674004.1/PMC11674004.1.pdf?md5=5e0579ba3382b39127d7d0b7a5590fe3,s3://pmc-oa-opendata/PMC11674004.1/PMC11674004.1.txt?md5=ef55e829cf17a86ef017f50378075ed5,2026-08-31T17:21:52+00:00
PMC11673003,39767701,yes,yes,CC BY,no,no,no,1,39767701,10.3390/biomedicines12122794,Exploration of Novel Biomarkers for Neurodegenerative Diseases Using Proteomic Analysis and Ligand-Binding Assays,yes,yes,yes,6,s3://pmc-oa-opendata/PMC11673003.1/PMC11673003.1.xml?md5=9573ddcea052eef2e3829367d92b4aad,s3://pmc-oa-opendata/PMC11673003.1/PMC11673003.1.pdf?md5=c0cddd636e24dd375b141acdebea59e5,s3://pmc-oa-opendata/PMC11673003.1/PMC11673003.1.txt?md5=40b33d1057e85e15bccd8abe838a4633,2026-08-31T17:21:54+00:00
PMC11672946,39767810,yes,yes,CC BY,no,no,no,1,39767810,10.3390/biomedicines12122904,Cerebrospinal Fluid Classical Biomarker Levels in Mixed vs. Pure A+T+ (A+T1+) Alzheimer’s Disease,yes,yes,yes,3,s3://pmc-oa-opendata/PMC11672946.1/PMC11672946.1.xml?md5=a03e366cb36d8aaca85581fbf8ff85eb,s3://pmc-oa-opendata/PMC11672946.1/PMC11672946.1.pdf?md5=2ceed333332fc40e56b406945deb319b,s3://pmc-oa-opendata/PMC11672946.1/PMC11672946.1.txt?md5=0a12e474d6da5c1fdd366c942728f43f,2026-08-31T17:21:56+00:00
PMC11678505,39768288,yes,yes,CC BY,no,no,no,1,39768288,10.3390/life14121580,Enhancing Amyloid PET Quantification: MRI-Guided Super-Resolution Using Latent Diffusion Models,yes,yes,yes,6,s3://pmc-oa-opendata/PMC11678505.1/PMC11678505.1.xml?md5=9af125c9178d2f1d1d7376dc2b49b87d,s3://pmc-oa-opendata/PMC11678505.1/PMC11678505.1.pdf?md5=56c64847891ea12c3dbff25efcdc271f,s3://pmc-oa-opendata/PMC11678505.1/PMC11678505.1.txt?md5=7654760b48fae612e52f73e32f1577e4,2026-08-31T17:21:58+00:00
PMC11727725,39768463,yes,yes,CC BY,no,no,no,1,39768463,10.3390/jcm13247541,Review of Supplements That Patients Commonly Report Using for Dementia,yes,yes,yes,1,s3://pmc-oa-opendata/PMC11727725.1/PMC11727725.1.xml?md5=fe40c413713f174dc524ea6d7fd33048,s3://pmc-oa-opendata/PMC11727725.1/PMC11727725.1.pdf?md5=18100562bbe22146bc158e7ea480884f,s3://pmc-oa-opendata/PMC11727725.1/PMC11727725.1.txt?md5=9b7fa6413c16055aa8d6572784efd826,2026-08-31T17:21:59+00:00
PMC11679489,39768823,yes,yes,CC BY,no,no,no,1,39768823,10.3390/medicina60121941,Prevalence of ApoE Alleles in a Spanish Population of Patients with a Clinical Diagnosis of Alzheimer’s Disease: An Observational Case-Control Study,yes,yes,yes,1,s3://pmc-oa-opendata/PMC11679489.1/PMC11679489.1.xml?md5=d81e1a279883e20150b88ad035a60334,s3://pmc-oa-opendata/PMC11679489.1/PMC11679489.1.pdf?md5=5b6505c09252a9b48020dac2ec55338b,s3://pmc-oa-opendata/PMC11679489.1/PMC11679489.1.txt?md5=d75f7c90213e3ad1aeb445881d464dae,2026-08-31T17:22:01+00:00
