pmcid,pmid,doi,title,license_code,is_retracted,is_manuscript,version,source_xml_url,resolved_url,expected_md5,actual_md5,md5_verified,filename,bytes,status,http_status,attempts,downloaded_at_utc,error
PMC11940542,40149831,10.3390/brainsci15030310,Olfactory Testing and Gray Matter Volume: A Combined Approach to Predict the Conversion to Alzheimer,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11940542.1/PMC11940542.1.xml?md5=e48cdef3817d24514af3e8bece2d3307,https://pmc-oa-opendata.s3.amazonaws.com/PMC11940542.1/PMC11940542.1.xml,e48cdef3817d24514af3e8bece2d3307,e48cdef3817d24514af3e8bece2d3307,yes,PMC11940542.xml,189925,ok,200,1,2026-09-01T21:49:08+00:00,
PMC11940560,40149790,10.3390/brainsci15030269,Brain Ischemia in Alzheimer’s Disease May Partly Counteract the Disruption of the Blood–Brain Barrier,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11940560.1/PMC11940560.1.xml?md5=c33a6f2040ff364b287173ad86029f36,https://pmc-oa-opendata.s3.amazonaws.com/PMC11940560.1/PMC11940560.1.xml,c33a6f2040ff364b287173ad86029f36,c33a6f2040ff364b287173ad86029f36,yes,PMC11940560.xml,132431,ok,200,1,2026-09-01T21:49:06+00:00,
PMC11940729,40149714,10.3390/biomedicines13030738,Enhancing Mild Cognitive Impairment Auxiliary Identification Through Multimodal Cognitive Assessment with Eye Tracking and Convolutional Neural Network Analysis,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11940729.1/PMC11940729.1.xml?md5=fd406edb0cfcf662c42b43146500da2e,https://pmc-oa-opendata.s3.amazonaws.com/PMC11940729.1/PMC11940729.1.xml,fd406edb0cfcf662c42b43146500da2e,fd406edb0cfcf662c42b43146500da2e,yes,PMC11940729.xml,145178,ok,200,1,2026-09-01T21:49:00+00:00,
PMC11940961,40136456,10.3390/cimb47030203,Older Amyloid Beta as a Candidate Blood Biomarker of Early Cognitive Decline in the Elderly—A Preliminary Study,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11940961.1/PMC11940961.1.xml?md5=055562b7e60c6d9272f96c2db83d59ab,https://pmc-oa-opendata.s3.amazonaws.com/PMC11940961.1/PMC11940961.1.xml,055562b7e60c6d9272f96c2db83d59ab,055562b7e60c6d9272f96c2db83d59ab,yes,PMC11940961.xml,110544,ok,200,1,2026-09-01T21:47:24+00:00,
PMC11941083,40150131,10.3390/diagnostics15060789,A Novel Diagnostic Framework with an Optimized Ensemble of Vision Transformers and Convolutional Neural Networks for Enhanced Alzheimer’s Disease Detection in Medical Imaging,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11941083.1/PMC11941083.1.xml?md5=b3b49cf9f44508c0de855870d326d216,https://pmc-oa-opendata.s3.amazonaws.com/PMC11941083.1/PMC11941083.1.xml,b3b49cf9f44508c0de855870d326d216,b3b49cf9f44508c0de855870d326d216,yes,PMC11941083.xml,231145,ok,200,1,2026-09-01T21:49:15+00:00,
PMC11941105,40136780,10.3390/ejihpe15030041,Risk Assessment Profiles for Caregiver Burden in Family Caregivers of Persons Living with Alzheimer’s Disease: An Exploratory Study with Machine Learning,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11941105.1/PMC11941105.1.xml?md5=c67ab4c6ce2122db71b9674b083c570f,https://pmc-oa-opendata.s3.amazonaws.com/PMC11941105.1/PMC11941105.1.xml,c67ab4c6ce2122db71b9674b083c570f,c67ab4c6ce2122db71b9674b083c570f,yes,PMC11941105.xml,138203,ok,200,1,2026-09-01T21:47:25+00:00,
PMC11941453,40150060,10.3390/diagnostics15060717,Multi-Modal Fusion and Longitudinal Analysis for Alzheimer’s Disease Classification Using Deep Learning,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11941453.1/PMC11941453.1.xml?md5=92190538bb199afd3e6ef5df06abd972,https://pmc-oa-opendata.s3.amazonaws.com/PMC11941453.1/PMC11941453.1.xml,92190538bb199afd3e6ef5df06abd972,92190538bb199afd3e6ef5df06abd972,yes,PMC11941453.xml,140540,ok,200,1,2026-09-01T21:49:13+00:00,
PMC11941623,40136454,10.3390/cimb47030200,Gene Co-Expression Analysis Reveals Functional Differences Between Early- and Late-Onset Alzheimer’s Disease,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11941623.1/PMC11941623.1.xml?md5=ee815d069bdc86d3c34a0fae84d98ab6,https://pmc-oa-opendata.s3.amazonaws.com/PMC11941623.1/PMC11941623.1.xml,ee815d069bdc86d3c34a0fae84d98ab6,ee815d069bdc86d3c34a0fae84d98ab6,yes,PMC11941623.xml,118769,ok,200,1,2026-09-01T21:47:23+00:00,
PMC11941723,40150012,10.3390/diagnostics15060669,Exploratory Analysis of Cerebrospinal Fluid IL-6 and IL-17A Levels in Subcortical Small-Vessel Disease Compared to Alzheimer’s Disease: A Pilot Study,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11941723.1/PMC11941723.1.xml?md5=8835c3bad5168ffcf91019d75deb24ca,https://pmc-oa-opendata.s3.amazonaws.com/PMC11941723.1/PMC11941723.1.xml,8835c3bad5168ffcf91019d75deb24ca,8835c3bad5168ffcf91019d75deb24ca,yes,PMC11941723.xml,133152,ok,200,1,2026-09-01T21:49:12+00:00,
PMC11941952,40141072,10.3390/ijms26062428,Comparison of Deep Learning and Traditional Machine Learning Models for Predicting Mild Cognitive Impairment Using Plasma Proteomic Biomarkers,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11941952.1/PMC11941952.1.xml?md5=7619a64acb4113825bd3bb39fb4de773,https://pmc-oa-opendata.s3.amazonaws.com/PMC11941952.1/PMC11941952.1.xml,7619a64acb4113825bd3bb39fb4de773,7619a64acb4113825bd3bb39fb4de773,yes,PMC11941952.xml,239659,ok,200,1,2026-09-01T21:47:54+00:00,
PMC11942006,40141289,10.3390/ijms26062647,Optimising Cannabidiol Delivery: Improving Water Solubility and Permeability Through Phospholipid Complexation,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11942006.1/PMC11942006.1.xml?md5=ff9deea645f2bb5b3852199e0736a1e6,https://pmc-oa-opendata.s3.amazonaws.com/PMC11942006.1/PMC11942006.1.xml,ff9deea645f2bb5b3852199e0736a1e6,ff9deea645f2bb5b3852199e0736a1e6,yes,PMC11942006.xml,203714,ok,200,1,2026-09-01T21:47:59+00:00,
PMC11942072,40149496,10.3390/genes16030345,Clinical Significance of Early-Onset Alzheimer’s Mutations in Asian and Western Populations: A Scoping Review,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11942072.1/PMC11942072.1.xml?md5=d14f1eb1bb0a3a694240190af6cd74a0,https://pmc-oa-opendata.s3.amazonaws.com/PMC11942072.1/PMC11942072.1.xml,d14f1eb1bb0a3a694240190af6cd74a0,d14f1eb1bb0a3a694240190af6cd74a0,yes,PMC11942072.xml,161972,ok,200,1,2026-09-01T21:48:57+00:00,
PMC11942097,40238490,10.3390/ijerph22030410,Comparing Short Cognitive Screening Instruments in an Outreach Memory Clinic in Primary Care,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11942097.1/PMC11942097.1.xml?md5=c6d848194bf7ec18b88b181493deb215,https://pmc-oa-opendata.s3.amazonaws.com/PMC11942097.1/PMC11942097.1.xml,c6d848194bf7ec18b88b181493deb215,c6d848194bf7ec18b88b181493deb215,yes,PMC11942097.xml,140933,ok,200,1,2026-09-01T21:56:23+00:00,
PMC11942189,40141040,10.3390/ijms26062397,Next Generation Sequencing Analysis in Patients Affected by Parkinson’s Disease and Correlation Between Genotype and Phenotype in Selected Clinical Cases,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11942189.1/PMC11942189.1.xml?md5=ebdce500bf697e8e9f86bd3d574306a4,https://pmc-oa-opendata.s3.amazonaws.com/PMC11942189.1/PMC11942189.1.xml,ebdce500bf697e8e9f86bd3d574306a4,ebdce500bf697e8e9f86bd3d574306a4,yes,PMC11942189.xml,181186,ok,200,1,2026-09-01T21:47:53+00:00,
PMC11942216,40141084,10.3390/ijms26062440,Impact of Peripheral Inflammation on Blood–Brain Barrier Dysfunction and Its Role in Neurodegenerative Diseases,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11942216.1/PMC11942216.1.xml?md5=a6bc4ea2231293f09d01f6bb6b44309d,https://pmc-oa-opendata.s3.amazonaws.com/PMC11942216.1/PMC11942216.1.xml,a6bc4ea2231293f09d01f6bb6b44309d,a6bc4ea2231293f09d01f6bb6b44309d,yes,PMC11942216.xml,185694,ok,200,1,2026-09-01T21:47:56+00:00,
PMC11942249,40150525,10.3390/healthcare13060675,Risk Factors for Poor Sleep Quality and Subjective Cognitive Decline in Older Adults Living in the United States During the COVID-19 Pandemic,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11942249.1/PMC11942249.1.xml?md5=e0a586652e1979ec9384e8a8cd20038f,https://pmc-oa-opendata.s3.amazonaws.com/PMC11942249.1/PMC11942249.1.xml,e0a586652e1979ec9384e8a8cd20038f,e0a586652e1979ec9384e8a8cd20038f,yes,PMC11942249.xml,97532,ok,200,1,2026-09-01T21:49:16+00:00,
PMC11942532,40141087,10.3390/ijms26062443,"Multi-Ancestry Transcriptome-Wide Association Studies of Cognitive Function, White Matter Hyperintensity, and Alzheimer’s Disease",CC BY,no,no,1,s3://pmc-oa-opendata/PMC11942532.1/PMC11942532.1.xml?md5=2a16289a58b98896be682155b078bc08,https://pmc-oa-opendata.s3.amazonaws.com/PMC11942532.1/PMC11942532.1.xml,2a16289a58b98896be682155b078bc08,2a16289a58b98896be682155b078bc08,yes,PMC11942532.xml,318331,ok,200,1,2026-09-01T21:47:58+00:00,
PMC11942627,40142629,10.3390/jcm14061822,Apathy in Dementia: A Pilot Study Providing Insights from Neuropsychiatric and Radiological Perspectives,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11942627.1/PMC11942627.1.xml?md5=9a47b27816ac902db09ba66c631aad98,https://pmc-oa-opendata.s3.amazonaws.com/PMC11942627.1/PMC11942627.1.xml,9a47b27816ac902db09ba66c631aad98,9a47b27816ac902db09ba66c631aad98,yes,PMC11942627.xml,90800,ok,200,1,2026-09-01T21:48:05+00:00,
PMC11942896,40137398,10.3390/jpm15030082,The Influence of a Specialized Dementia Ward on the Treatment of Alzheimer’s Disease Patients,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11942896.1/PMC11942896.1.xml?md5=a2b885527bbd81e317b95fe1fdbbb087,https://pmc-oa-opendata.s3.amazonaws.com/PMC11942896.1/PMC11942896.1.xml,a2b885527bbd81e317b95fe1fdbbb087,a2b885527bbd81e317b95fe1fdbbb087,yes,PMC11942896.xml,90356,ok,200,1,2026-09-01T21:47:31+00:00,
PMC11943464,40137124,10.3390/metabo15030159,"Unravelling Shared Pathways Linking Metabolic Syndrome, Mild Cognitive Impairment, Dementia, and Sarcopenia",CC BY,no,no,1,s3://pmc-oa-opendata/PMC11943464.1/PMC11943464.1.xml?md5=1b586555e7b2260429883548bd49362e,https://pmc-oa-opendata.s3.amazonaws.com/PMC11943464.1/PMC11943464.1.xml,1b586555e7b2260429883548bd49362e,1b586555e7b2260429883548bd49362e,yes,PMC11943464.xml,138063,ok,200,1,2026-09-01T21:47:28+00:00,
PMC11943909,40142358,10.3390/medicina61030547,Targeting Neural Oscillations for Cognitive Enhancement in Alzheimer’s Disease,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11943909.1/PMC11943909.1.xml?md5=150a289b58a3d85546001f8c7e5d1891,https://pmc-oa-opendata.s3.amazonaws.com/PMC11943909.1/PMC11943909.1.xml,150a289b58a3d85546001f8c7e5d1891,150a289b58a3d85546001f8c7e5d1891,yes,PMC11943909.xml,513833,ok,200,1,2026-09-01T21:48:04+00:00,
PMC11944146,40142342,10.3390/medicina61030531,Morphometric Measurement of Mean Cortical Curvature: Analysis of Alterations in Cognitive Impairment,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11944146.1/PMC11944146.1.xml?md5=13a1eeeafc69a90ad119393bc2d9b53e,https://pmc-oa-opendata.s3.amazonaws.com/PMC11944146.1/PMC11944146.1.xml,13a1eeeafc69a90ad119393bc2d9b53e,13a1eeeafc69a90ad119393bc2d9b53e,yes,PMC11944146.xml,146390,ok,200,1,2026-09-01T21:48:02+00:00,
PMC11944470,40137159,10.3390/metabo15030195,Ceramide as a Promising Tool for Diagnosis and Treatment of Clinical Diseases: A Review of Recent Advances,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11944470.1/PMC11944470.1.xml?md5=ef6776a538f20cafe0bc3967c66a71a5,https://pmc-oa-opendata.s3.amazonaws.com/PMC11944470.1/PMC11944470.1.xml,ef6776a538f20cafe0bc3967c66a71a5,ef6776a538f20cafe0bc3967c66a71a5,yes,PMC11944470.xml,281447,ok,200,1,2026-09-01T21:47:30+00:00,
PMC11944893,40143072,10.3390/ph18030293,Preclinical Retinal Disease Models: Applications in Drug Development and Translational Research,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11944893.1/PMC11944893.1.xml?md5=5689712b370ceebb09d9affbb87721a6,https://pmc-oa-opendata.s3.amazonaws.com/PMC11944893.1/PMC11944893.1.xml,5689712b370ceebb09d9affbb87721a6,5689712b370ceebb09d9affbb87721a6,yes,PMC11944893.xml,303553,ok,200,1,2026-09-01T21:48:06+00:00,
PMC11944982,40292600,10.3390/polym17060754,Development of an Electrochemical Biosensor Based on Polypyrrole-3-carboxylic Acid/Polypyrrole/Au Nanoparticle Composites for Detection of Dopamine,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11944982.1/PMC11944982.1.xml?md5=dc3424b943c2cec98c9d33ab202f5a8d,https://pmc-oa-opendata.s3.amazonaws.com/PMC11944982.1/PMC11944982.1.xml,dc3424b943c2cec98c9d33ab202f5a8d,dc3424b943c2cec98c9d33ab202f5a8d,yes,PMC11944982.xml,107464,ok,200,1,2026-09-01T22:01:03+00:00,
PMC11945180,40290007,10.3390/nu17061004,Dehydration and Malnutrition—Similar Yet Different: Data from a Prospective Observational Study in Older Hospitalized Patients,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11945180.1/PMC11945180.1.xml?md5=ff524d661ad1f68dafb546a0ab794bef,https://pmc-oa-opendata.s3.amazonaws.com/PMC11945180.1/PMC11945180.1.xml,ff524d661ad1f68dafb546a0ab794bef,ff524d661ad1f68dafb546a0ab794bef,yes,PMC11945180.xml,133526,ok,200,1,2026-09-01T22:00:52+00:00,
PMC11945307,40139908,10.1093/gigascience/giaf021,EnrichDO: a global weighted model for Disease Ontology enrichment analysis,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11945307.1/PMC11945307.1.xml?md5=e05ab644b4cb54427451f39ae120a034,https://pmc-oa-opendata.s3.amazonaws.com/PMC11945307.1/PMC11945307.1.xml,e05ab644b4cb54427451f39ae120a034,e05ab644b4cb54427451f39ae120a034,yes,PMC11945307.xml,162984,ok,200,1,2026-09-01T21:47:44+00:00,
PMC11945403,40137577,10.3390/tomography11030037,Longitudinal Analysis of Amyloid PET and Brain MRI for Predicting Conversion from Mild Cognitive Impairment to Alzheimer’s Disease: Findings from the ADNI Cohort,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11945403.1/PMC11945403.1.xml?md5=0d864027bc3015665366e86d33b817a3,https://pmc-oa-opendata.s3.amazonaws.com/PMC11945403.1/PMC11945403.1.xml,0d864027bc3015665366e86d33b817a3,0d864027bc3015665366e86d33b817a3,yes,PMC11945403.xml,115605,ok,200,1,2026-09-01T21:47:34+00:00,
PMC11945799,40142141,10.3390/molecules30061356,Good Manufacturing Practice Validation and Radiation Dosimetry for the Clinical Application of a Novel α7-nAChR Radioligand: [11C]KIn83,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11945799.1/PMC11945799.1.xml?md5=a42ae6ab75b2ab1ce1d880f4484f3537,https://pmc-oa-opendata.s3.amazonaws.com/PMC11945799.1/PMC11945799.1.xml,a42ae6ab75b2ab1ce1d880f4484f3537,a42ae6ab75b2ab1ce1d880f4484f3537,yes,PMC11945799.xml,112740,ok,200,1,2026-09-01T21:48:01+00:00,
PMC11945920,40137505,10.3390/toxics13030178,"Alzheimer’s, Parkinson’s, Frontotemporal Lobar Degeneration, and Amyotrophic Lateral Sclerosis Start in Pediatric Ages: Ultrafine Particulate Matter and Industrial Nanoparticles Are Key in the Early-Onset Neurodegeneration: Time to Invest in Preventive Medicine",CC BY,no,no,1,s3://pmc-oa-opendata/PMC11945920.1/PMC11945920.1.xml?md5=378f58a27cd66e83d159365d44a4dda3,https://pmc-oa-opendata.s3.amazonaws.com/PMC11945920.1/PMC11945920.1.xml,378f58a27cd66e83d159365d44a4dda3,378f58a27cd66e83d159365d44a4dda3,yes,PMC11945920.xml,334798,ok,200,1,2026-09-01T21:47:33+00:00,
PMC11947039,40138103,10.1007/s40520-025-03001-y,"Plasma GFAP, NfL, and p-tau181 levels as early biomarkers of dementia in Chinese adults: Shenzhen community cohort study",CC BY,no,no,1,s3://pmc-oa-opendata/PMC11947039.1/PMC11947039.1.xml?md5=f8b4d59fd07457f69761e04bae8c4f16,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947039.1/PMC11947039.1.xml,f8b4d59fd07457f69761e04bae8c4f16,f8b4d59fd07457f69761e04bae8c4f16,yes,PMC11947039.xml,73596,ok,200,1,2026-09-01T21:47:38+00:00,
PMC11947049,40138021,10.1007/s00415-025-12990-9,"Analysis of C9orf72 repeat length in progressive supranuclear palsy, corticobasal syndrome, corticobasal degeneration, and atypical parkinsonism",CC BY,no,no,1,s3://pmc-oa-opendata/PMC11947049.1/PMC11947049.1.xml?md5=0c50414a1a521a80fed30b5410f852a9,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947049.1/PMC11947049.1.xml,0c50414a1a521a80fed30b5410f852a9,0c50414a1a521a80fed30b5410f852a9,yes,PMC11947049.xml,248695,ok,200,1,2026-09-01T21:47:36+00:00,
PMC11947432,40143669,10.1002/hbm.70200,"Evaluating Traditional, Deep Learning and Subfield Methods for Automatically Segmenting the Hippocampus From MRI",CC BY,no,no,1,s3://pmc-oa-opendata/PMC11947432.1/PMC11947432.1.xml?md5=f91919b97321a490f83b43ad3f4db22d,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947432.1/PMC11947432.1.xml,f91919b97321a490f83b43ad3f4db22d,f91919b97321a490f83b43ad3f4db22d,yes,PMC11947432.xml,199367,ok,200,1,2026-09-01T21:48:10+00:00,
PMC11947671,40145251,10.1002/alz.70039,Motor symptoms in autopsy‐confirmed Alzheimer's disease increase the risk of progression to severe cognitive impairment,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC11947671.1/PMC11947671.1.xml?md5=822c9d8a4a415da93cd6df71db9e687f,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947671.1/PMC11947671.1.xml,822c9d8a4a415da93cd6df71db9e687f,822c9d8a4a415da93cd6df71db9e687f,yes,PMC11947671.xml,108060,ok,200,1,2026-09-01T21:48:22+00:00,
PMC11947672,40151521,10.1002/dad2.70081,Plasma biomarker trajectories: Impact of AD genetic risk and clinical progression,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC11947672.1/PMC11947672.1.xml?md5=67e0baefb19306cdebfb7fe7c71c2365,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947672.1/PMC11947672.1.xml,67e0baefb19306cdebfb7fe7c71c2365,67e0baefb19306cdebfb7fe7c71c2365,yes,PMC11947672.xml,133002,ok,200,1,2026-09-01T21:49:23+00:00,
PMC11947733,40145303,10.1002/alz.70102,Clinician type and care setting for treatment of Medicare beneficiaries with dementia,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC11947733.1/PMC11947733.1.xml?md5=83f1ad030f385902185f7accf24920cd,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947733.1/PMC11947733.1.xml,83f1ad030f385902185f7accf24920cd,83f1ad030f385902185f7accf24920cd,yes,PMC11947733.xml,112169,ok,200,1,2026-09-01T21:48:25+00:00,
PMC11947736,40145267,10.1002/alz.70113,Cut‐points and gray zones: The challenges of integrating Alzheimer's disease plasma biomarkers into clinical practice,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11947736.1/PMC11947736.1.xml?md5=6cdd1ef4a1a6b737c2d22e64100774c8,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947736.1/PMC11947736.1.xml,6cdd1ef4a1a6b737c2d22e64100774c8,6cdd1ef4a1a6b737c2d22e64100774c8,yes,PMC11947736.xml,112841,ok,200,1,2026-09-01T21:48:24+00:00,
PMC11947737,40145328,10.1002/alz.70089,Decreased water exchange rate across the blood–brain barrier throughout the Alzheimer's disease continuum: Evidence from Chinese data,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC11947737.1/PMC11947737.1.xml?md5=9820d63df1edebe24b1237f788fd7b24,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947737.1/PMC11947737.1.xml,9820d63df1edebe24b1237f788fd7b24,9820d63df1edebe24b1237f788fd7b24,yes,PMC11947737.xml,124798,ok,200,1,2026-09-01T21:48:30+00:00,
PMC11947739,40151398,10.1002/trc2.70073,Optimized 5‐HT2b inhibitors for neuropsychiatric syndromes with cognitive dysfunction,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC11947739.1/PMC11947739.1.xml?md5=54133b4b405ca20c3a4145006599d398,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947739.1/PMC11947739.1.xml,54133b4b405ca20c3a4145006599d398,54133b4b405ca20c3a4145006599d398,yes,PMC11947739.xml,93148,ok,200,1,2026-09-01T21:49:22+00:00,
PMC11947743,40145360,10.1002/alz.70076,Social cognition in mild cognitive impairment and dementia: A systematic review and meta‐analysis,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11947743.1/PMC11947743.1.xml?md5=1d6788d5d2884a1dbf6129933e1f8b00,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947743.1/PMC11947743.1.xml,1d6788d5d2884a1dbf6129933e1f8b00,1d6788d5d2884a1dbf6129933e1f8b00,yes,PMC11947743.xml,226692,ok,200,1,2026-09-01T21:48:33+00:00,
PMC11947745,40145384,10.1002/alz.70075,Amyloid PET predicts longitudinal functional and cognitive trajectories in a heterogeneous cohort,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC11947745.1/PMC11947745.1.xml?md5=6159e40addcb21ab6441d088e614ad0a,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947745.1/PMC11947745.1.xml,6159e40addcb21ab6441d088e614ad0a,6159e40addcb21ab6441d088e614ad0a,yes,PMC11947745.xml,178739,ok,200,1,2026-09-01T21:48:35+00:00,
PMC11947753,40151397,10.1002/trc2.70074,Combination therapy targeting Alzheimer's disease risk factors is associated with a significant delay in Alzheimer's disease–related cognitive decline,CC BY-NC,no,no,1,s3://pmc-oa-opendata/PMC11947753.1/PMC11947753.1.xml?md5=3ed4af8caa03761027be9e6e5e6fab23,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947753.1/PMC11947753.1.xml,3ed4af8caa03761027be9e6e5e6fab23,3ed4af8caa03761027be9e6e5e6fab23,yes,PMC11947753.xml,134634,ok,200,1,2026-09-01T21:49:20+00:00,
PMC11947754,40145305,10.1002/alz.70116,Novel blood‐based proteomic signatures across multiple neurodegenerative diseases,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC11947754.1/PMC11947754.1.xml?md5=e9b19e2246e1158eda1996bc372cfd39,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947754.1/PMC11947754.1.xml,e9b19e2246e1158eda1996bc372cfd39,e9b19e2246e1158eda1996bc372cfd39,yes,PMC11947754.xml,129800,ok,200,1,2026-09-01T21:48:26+00:00,
PMC11947759,40145307,10.1002/alz.70111,Brain structural alterations in young women with premature ovarian insufficiency: Implications for dementia risk,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11947759.1/PMC11947759.1.xml?md5=18103160712d3ac9ab46d35fc8b3e434,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947759.1/PMC11947759.1.xml,18103160712d3ac9ab46d35fc8b3e434,18103160712d3ac9ab46d35fc8b3e434,yes,PMC11947759.xml,143015,ok,200,1,2026-09-01T21:48:28+00:00,
PMC11947760,40145319,10.1002/alz.70105,Racial and ethnic differences in white matter hypointensities: The role of vascular risk factors,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11947760.1/PMC11947760.1.xml?md5=098254d8332a4f400e0acf0d7008feea,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947760.1/PMC11947760.1.xml,098254d8332a4f400e0acf0d7008feea,098254d8332a4f400e0acf0d7008feea,yes,PMC11947760.xml,179479,ok,200,1,2026-09-01T21:48:29+00:00,
PMC11947761,40145329,10.1002/alz.70079,Updates and future perspectives on neuropsychiatric symptoms in Alzheimer's disease,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11947761.1/PMC11947761.1.xml?md5=7003ed61a7d8c4d8a50646fe06e09e43,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947761.1/PMC11947761.1.xml,7003ed61a7d8c4d8a50646fe06e09e43,7003ed61a7d8c4d8a50646fe06e09e43,yes,PMC11947761.xml,166794,ok,200,1,2026-09-01T21:48:32+00:00,
PMC11947766,40151396,10.1002/trc2.70072,Biomarkers for neurodegenerative diseases in regulatory decision‐making by the European Medicines Agency,CC BY-NC,no,no,1,s3://pmc-oa-opendata/PMC11947766.1/PMC11947766.1.xml?md5=c208836864b3d8f19d532e258403a4a7,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947766.1/PMC11947766.1.xml,c208836864b3d8f19d532e258403a4a7,c208836864b3d8f19d532e258403a4a7,yes,PMC11947766.xml,133913,ok,200,1,2026-09-01T21:49:19+00:00,
PMC11947767,40145416,10.1002/alz.70071,"Validation of the CAMCOG‐DS‐II, a neuropsychological test battery for Alzheimer's disease in people with Down syndrome: A Horizon 21 European Down syndrome Consortium study",CC BY,no,no,1,s3://pmc-oa-opendata/PMC11947767.1/PMC11947767.1.xml?md5=aa2d11403a18d4cd95e64e7aac0b8b0e,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947767.1/PMC11947767.1.xml,aa2d11403a18d4cd95e64e7aac0b8b0e,aa2d11403a18d4cd95e64e7aac0b8b0e,yes,PMC11947767.xml,183958,ok,200,1,2026-09-01T21:48:37+00:00,
PMC11947768,40145390,10.1002/alz.70088,Efficacy of Communication Bridge‐2 for primary progressive aphasia: A randomized controlled trial of communication intervention,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC11947768.1/PMC11947768.1.xml?md5=dc2a839a2266352a0faf1c1b5bb15ff0,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947768.1/PMC11947768.1.xml,dc2a839a2266352a0faf1c1b5bb15ff0,dc2a839a2266352a0faf1c1b5bb15ff0,yes,PMC11947768.xml,102755,ok,200,1,2026-09-01T21:48:36+00:00,
PMC11947845,40136302,10.1001/jamanetworkopen.2025.1988,Variability in Primary Care Telehealth Delivery Methods Across Chronic Conditions,CC BY,no,no,1,s3://pmc-oa-opendata/PMC11947845.1/PMC11947845.1.xml?md5=a3597d213985542576da65118900a1b3,https://pmc-oa-opendata.s3.amazonaws.com/PMC11947845.1/PMC11947845.1.xml,a3597d213985542576da65118900a1b3,a3597d213985542576da65118900a1b3,yes,PMC11947845.xml,95720,ok,200,1,2026-09-01T21:47:21+00:00,
