canonical_document_id,duplicate_document_id,duplicate_reason,similarity_method,similarity_score,decision
PMC9464468.1,PMC9464468.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9476311.1,PMC9476311.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9476413.1,PMC9476413.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9476430.1,PMC9476430.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9483318.1,PMC9483318.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9483895.1,PMC9483895.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9484390.1,PMC9484390.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9485788.1,PMC9485788.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9489605.1,PMC9489605.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9491648.1,PMC9491648.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9491695.1,PMC9491695.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9494609.1,PMC9494609.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9508522.1,PMC9508522.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9508696.1,PMC9508696.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9521886.1,PMC9521886.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9523633.1,PMC9523633.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9524725.1,PMC9524725.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9524741.1,PMC9524741.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9527145.1,PMC9527145.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9533970.1,PMC9533970.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9534740.1,PMC9534740.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9535899.1,PMC9535899.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9539182.1,PMC9539182.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9539383.1,PMC9539383.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9551605.1,PMC9551605.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9558030.1,PMC9558030.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9559259.1,PMC9559259.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9560920.1,PMC9560920.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9568958.1,PMC9568958.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9574526.1,PMC9574526.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9575641.1,PMC9575641.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9580430.1,PMC9580430.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9581494.1,PMC9581494.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9585366.1,PMC9585366.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9587685.1,PMC9587685.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9589679.1,PMC9589679.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9612603.1,PMC9612603.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9636805.1,PMC9636805.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9638311.1,PMC9638311.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9639635.1,PMC9639635.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9641300.1,PMC9641300.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9643897.1,PMC9643897.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9643995.1,PMC9643995.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9647147.1,PMC9647147.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC9649119.1,doi,exact_key,1.0,recorded_not_deleted
PMC9649406.1,PMC9649406.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9649608.1,PMC9649608.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9653309.1,PMC9653309.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9655791.1,PMC9655791.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9655803.1,PMC9655803.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC9662549.1,doi,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC9662553.1,doi,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC9665556.1,doi,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC9665667.1,doi,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC9665744.1,doi,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC9665767.1,doi,exact_key,1.0,recorded_not_deleted
PMC9666567.1,PMC9666567.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9667425.1,PMC9667425.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9667833.1,PMC9667833.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9668226.1,PMC9668226.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9670046.1,PMC9670046.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9673874.1,PMC9673874.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9675075.1,PMC9675075.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9675235.1,PMC9675235.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9684772.1,PMC9684772.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9700978.1,PMC9700978.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9706957.1,PMC9706957.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9707125.1,PMC9707125.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9707416.1,PMC9707416.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9707418.1,PMC9707418.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9713088.1,PMC9713088.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC9716292.1,doi,exact_key,1.0,recorded_not_deleted
PMC9719543.1,PMC9719543.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9720935.1,PMC9720935.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9721033.1,PMC9721033.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9726682.1,PMC9726682.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9727890.1,PMC9727890.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9727980.1,PMC9727980.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9729199.1,PMC9729199.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9729511.1,PMC9729511.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9729657.1,PMC9729657.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9729660.1,PMC9729660.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9729662.1,PMC9729662.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9729713.1,PMC9729713.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9731959.1,PMC9731959.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9733273.1,PMC9733273.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9734049.1,PMC9734049.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9734053.1,PMC9734053.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9734655.1,PMC9734655.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9735364.1,PMC9735364.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9744593.1,PMC9744593.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9751509.1,PMC9751509.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9756632.1,PMC9756632.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9757633.1,PMC9757633.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9757821.1,PMC9757821.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9758101.1,PMC9758101.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9758667.1,PMC9758667.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9767804.1,PMC9767804.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9772580.1,PMC9772580.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9773424.1,PMC9773424.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9780101.1,PMC9780101.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC9782729.1,doi,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC9790955.1,doi,exact_key,1.0,recorded_not_deleted
PMC9791154.1,PMC9791154.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9794191.1,PMC9794191.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9795142.1,PMC9795142.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9795455.1,PMC9795455.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9797897.1,PMC9797897.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9798954.1,PMC9798954.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9802652.1,PMC9802652.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9807981.1,PMC9807981.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9816291.1,PMC9816291.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9817345.1,PMC9817345.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9823242.1,PMC9823242.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9823242.1,PMC9823242.3,pmid,exact_key,1.0,recorded_not_deleted
PMC9827022.1,PMC9827022.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9828419.1,PMC9828419.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9829526.1,PMC9829526.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9832427.1,PMC9832427.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9838065.1,PMC9838065.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9849309.1,PMC9849309.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9850387.1,PMC9850387.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9852797.1,PMC9852797.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9867902.1,PMC9867902.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC9870437.1,doi,exact_key,1.0,recorded_not_deleted
PMC9874898.1,PMC9874898.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9876421.1,PMC9876421.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9877723.1,PMC9877723.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9879258.1,PMC9879258.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9880147.1,PMC9880147.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9882116.1,PMC9882116.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9882142.1,PMC9882142.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9882184.1,PMC9882184.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9883086.1,PMC9883086.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9883140.1,PMC9883140.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9883599.1,PMC9883599.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9885419.1,PMC9885419.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9886538.1,PMC9886538.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9886597.1,PMC9886597.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC9888419.1,doi,exact_key,1.0,recorded_not_deleted
PMC9888736.1,PMC9888736.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9889249.1,PMC9889249.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9889957.1,PMC9889957.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9893207.1,PMC9893207.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9904522.1,PMC9904522.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9909130.1,PMC9909130.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9912728.1,PMC9912728.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9915818.1,PMC9915818.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9915822.1,PMC9915822.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9918834.1,PMC9918834.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9925212.1,PMC9925212.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9925531.1,PMC9925531.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9933805.1,PMC9933805.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9933825.1,PMC9933825.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9934682.1,PMC9934682.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9934752.1,PMC9934752.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9934790.1,PMC9934790.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9936944.1,PMC9936944.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9937523.1,PMC9937523.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9942063.1,PMC9942063.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9944462.1,PMC9944462.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9957874.1,PMC9957874.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9969185.1,PMC9969185.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9976677.1,PMC9976677.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9980270.1,PMC9980270.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9985090.1,PMC9985090.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9986659.1,PMC9986659.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9986671.1,PMC9986671.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9986794.1,PMC9986794.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9996169.1,PMC9996169.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9997437.1,PMC9997437.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9999338.1,PMC9999338.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10002691.1,PMC10002691.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC10002770.1,doi,exact_key,1.0,recorded_not_deleted
PMC10006036.1,PMC10006036.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10009845.1,PMC10009845.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10010831.1,PMC10010831.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10012282.1,PMC10012282.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10017276.1,PMC10017276.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10017346.1,PMC10017346.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10018068.1,PMC10018068.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10023198.1,PMC10023198.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10023445.1,PMC10023445.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10023608.1,PMC10023608.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10023653.1,PMC10023653.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10024515.1,PMC10024515.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10025238.1,PMC10025238.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10028873.1,PMC10028873.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10028911.1,PMC10028911.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10028911.1,PMC10028911.3,pmid,exact_key,1.0,recorded_not_deleted
PMC10035490.1,PMC10035490.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10038779.1,PMC10038779.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10040343.1,PMC10040343.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10043531.1,PMC10043531.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10055252.1,PMC10055252.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10055416.1,PMC10055416.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10055416.1,PMC10055416.3,pmid,exact_key,1.0,recorded_not_deleted
PMC10055509.1,PMC10055509.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10055509.1,PMC10055509.3,pmid,exact_key,1.0,recorded_not_deleted
PMC10061386.1,PMC10061386.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10064187.1,PMC10064187.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10068223.1,PMC10068223.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10068729.1,PMC10068729.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10069460.1,PMC10069460.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10071237.1,PMC10071237.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10073793.1,PMC10073793.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10074369.1,PMC10074369.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10080528.1,PMC10080528.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9980279.1,PMC10088180.1,title_year,exact_key,1.0,recorded_not_deleted
PMC10090864.1,PMC10090864.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10091330.1,PMC10091330.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10104115.2,PMC10104115.3,pmid,exact_key,1.0,recorded_not_deleted
PMC10081405.1,PMC10104251.1,title_year,exact_key,1.0,recorded_not_deleted
PMC10104769.1,PMC10104769.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10113990.1,PMC10113990.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10119020.1,PMC10119020.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10119830.1,PMC10119830.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC10120742.1,doi,exact_key,1.0,recorded_not_deleted
PMC10121244.1,PMC10121244.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10126555.1,PMC10126555.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10127194.1,PMC10127194.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10130887.1,PMC10130887.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10133908.1,PMC10133908.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10139912.1,PMC10139912.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10150670.1,PMC10150670.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10152012.1,PMC10152012.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10153326.1,PMC10153326.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10153331.1,PMC10153331.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10153773.1,PMC10153773.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10154235.1,PMC10154235.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10160728.1,PMC10160728.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10163120.1,PMC10163120.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10164090.1,PMC10164090.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10164677.1,PMC10164677.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10166463.1,PMC10166463.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10166855.1,PMC10166855.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10168378.1,PMC10168378.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10168378.1,PMC10168378.3,pmid,exact_key,1.0,recorded_not_deleted
PMC10169152.1,PMC10169152.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10169296.1,PMC10169296.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10170058.1,PMC10170058.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9901057.1,PMC10170128.1,title_year,exact_key,1.0,recorded_not_deleted
PMC10172070.1,PMC10172070.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10175047.1,PMC10175047.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10175433.1,PMC10175433.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10183699.1,PMC10183699.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10184068.1,PMC10184068.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10185459.1,PMC10185459.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10187277.1,PMC10187277.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10055252.1,PMC10187426.1,title_year,exact_key,1.0,recorded_not_deleted
PMC10187457.1,PMC10187457.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10187457.1,PMC10187457.3,pmid,exact_key,1.0,recorded_not_deleted
PMC10190143.1,PMC10190143.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10197642.1,PMC10197642.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10197642.1,PMC10197642.4,pmid,exact_key,1.0,recorded_not_deleted
PMC10197717.1,PMC10197717.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10197801.1,PMC10197801.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10199278.1,PMC10199278.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10201023.1,PMC10201023.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10201484.1,PMC10201484.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10031282.1,PMC10202651.1,title_year,exact_key,1.0,recorded_not_deleted
PMC8581187.1,PMC10202689.1,content_sha256,exact_key,1.0,recorded_not_deleted
PMC10203671.1,PMC10203671.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10203853.1,PMC10203853.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10208194.1,PMC10208194.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10208977.1,PMC10208977.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10209584.1,PMC10209584.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10211310.1,PMC10211310.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10214026.1,PMC10214026.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10214326.1,PMC10214326.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10225771.1,PMC10225771.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10226019.1,PMC10226019.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10227810.1,PMC10227810.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10230307.1,PMC10230307.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10233712.1,PMC10233712.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10234869.1,PMC10234869.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10234878.1,PMC10234878.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10239280.1,PMC10239280.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10240487.1,PMC10240487.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10241553.1,PMC10241553.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10245777.1,PMC10245777.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10245777.1,PMC10245777.3,pmid,exact_key,1.0,recorded_not_deleted
PMC10245777.1,PMC10245777.4,pmid,exact_key,1.0,recorded_not_deleted
PMC10245880.1,PMC10245880.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10245880.1,PMC10245880.3,pmid,exact_key,1.0,recorded_not_deleted
PMC10081259.1,PMC10246280.1,title_year,exact_key,1.0,recorded_not_deleted
PMC10247675.1,PMC10247675.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10248966.1,PMC10248966.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10248966.1,PMC10248966.3,pmid,exact_key,1.0,recorded_not_deleted
PMC10250865.1,PMC10250865.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10251317.1,PMC10251317.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10261250.1,PMC10261250.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10261964.1,PMC10261964.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10262121.1,PMC10262121.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10266886.1,PMC10266886.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10267545.1,PMC10267545.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10274627.1,PMC10274627.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10274698.1,PMC10274698.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8390635.1,PMC10282028.1,content_sha256,exact_key,1.0,recorded_not_deleted
PMC10287777.1,PMC10287777.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10287777.1,PMC10287777.319,pmid,exact_key,1.0,recorded_not_deleted
PMC10287780.1,PMC10287780.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10287795.1,PMC10287795.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10287820.1,PMC10287820.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10288391.1,PMC10288391.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC10289803.1,doi,exact_key,1.0,recorded_not_deleted
PMC10302215.1,PMC10309025.1,title_year,exact_key,1.0,recorded_not_deleted
PMC9915480.2,PMC10311312.1,title_year,exact_key,1.0,recorded_not_deleted
PMC10312450.2,PMC10312450.3,pmid,exact_key,1.0,recorded_not_deleted
PMC10312450.2,PMC10312450.4,pmid,exact_key,1.0,recorded_not_deleted
PMC10312473.1,PMC10312473.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10312804.2,PMC10312804.3,pmid,exact_key,1.0,recorded_not_deleted
PMC10312804.2,PMC10312804.4,pmid,exact_key,1.0,recorded_not_deleted
PMC10312848.1,PMC10312848.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10312870.3,PMC10312870.4,pmid,exact_key,1.0,recorded_not_deleted
PMC10312870.3,PMC10312870.5,pmid,exact_key,1.0,recorded_not_deleted
PMC10314885.1,PMC10314885.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9915837.1,PMC10317181.1,title_year,exact_key,1.0,recorded_not_deleted
PMC10187209.1,PMC10318184.1,title_year,exact_key,1.0,recorded_not_deleted
PMC10322771.1,PMC10322771.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10197643.1,PMC10325703.1,title_year,exact_key,1.0,recorded_not_deleted
PMC10326989.1,PMC10326989.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10327215.1,PMC10327215.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10328006.1,PMC10328006.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10333375.1,PMC10333375.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10333383.1,PMC10333383.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10333399.1,PMC10333399.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10349966.2,PMC10349966.3,pmid,exact_key,1.0,recorded_not_deleted
PMC10350016.1,PMC10350016.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10350016.1,PMC10350016.3,pmid,exact_key,1.0,recorded_not_deleted
PMC10350016.1,PMC10350016.4,pmid,exact_key,1.0,recorded_not_deleted
PMC10350016.1,PMC10350016.5,pmid,exact_key,1.0,recorded_not_deleted
PMC10350016.1,PMC10350016.6,pmid,exact_key,1.0,recorded_not_deleted
PMC10350161.1,PMC10350161.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10274982.1,PMC10350181.1,title_year,exact_key,1.0,recorded_not_deleted
PMC10350239.1,PMC10350239.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10353763.1,PMC10353763.2,pmid,exact_key,1.0,recorded_not_deleted
PMC10363517.1,PMC10363517.2,pmid,exact_key,1.0,recorded_not_deleted
PMC9949263.1,PMC10366145.1,title_year,exact_key,1.0,recorded_not_deleted
PMC10369880.1,PMC10369880.3,pmid,exact_key,1.0,recorded_not_deleted
PMC10369951.2,PMC10369951.3,pmid,exact_key,1.0,recorded_not_deleted
